X,Y,Z
-9.360093546,-4.138417077, 4.599999999999994
-9.360093546,-2.892803726, 4.599999999999994
-9.428621771,-2.573292351, 4.599999999999994
-9.503717299,-2.423198517, 4.599999999999994
-9.612674108,-2.267592068, 4.599999999999994
-9.701074769,-2.07801624, 4.599999999999994
-9.752743528,-1.92300996, 4.599999999999994
-9.806881687,-1.720963602, 4.599999999999994
-9.825112383,-1.512585788, 4.599999999999994
-9.825112383,-0.995898191, 4.599999999999994
-9.820546021,-0.8913113, 4.599999999999994
-9.784223375,-0.685315337, 4.599999999999994
-9.701074769,-0.43046774, 4.599999999999994
-9.661012968,-0.333749998, 4.599999999999994
-9.556426077,-0.152600189, 4.599999999999994
-9.370303001,0.059304985, 4.599999999999994
-9.163627962, 0.2659800237365879, 4.599999999999994
-9.029981906, 0.38126909389098507, 4.599999999999994
-8.934040983, 0.44021170417195443, 4.599999999999994
-8.79671651, 0.5554406185812271, 4.599999999999994
-8.679817604, 0.6276881155666245, 4.599999999999994
-8.487898105,0.710878123, 4.599999999999994
-8.332891826, 0.7625468828022821, 4.599999999999994
-8.123837638,0.809039661, 4.599999999999994
-8.060997211, 0.8454653668101755, 4.599999999999994
-7.949732243,0.956730335, 4.599999999999994
-7.787533086, 1.0703034073360782, 4.599999999999994
-7.639719685, 1.215074133078467, 4.599999999999994
-7.468374553, 1.3350512858770196, 4.599999999999994
-7.175461206, 1.4751207059860163, 4.599999999999994
-7.022115597, 1.5260150823738547, 4.599999999999994
-6.90925897, 1.6871910494463327, 4.599999999999994
-6.76135077, 1.8350992495652587, 4.599999999999994
-6.434999359, 2.058413921778277, 4.599999999999994
-6.245423531, 2.1468145821800406, 4.599999999999994
-5.943800605, 2.247241480359919, 4.599999999999994
-5.728735934, 2.353489621008972, 4.599999999999994
-5.526689575, 2.4076277796805314, 4.599999999999994
-4.388274087, 2.4258584760658817, 4.599999999999994
-4.179896274, 2.407627779680531, 4.599999999999994
-4.008800768, 2.3642784337264944, 4.599999999999994
-3.853794489, 2.312609674019261, 4.599999999999994
-3.66187499, 2.2294196664908363, 4.599999999999994
-3.486159721, 2.1156884588982012, 4.599999999999994
-3.409493559, 2.095145822472808, 4.599999999999994
-3.21991773, 2.006745162071044, 4.599999999999994
-2.84189756, 1.7317617301507928, 4.599999999999994
-2.748840428, 1.640821660848365, 4.599999999999994
-2.583553762, 1.5250866913218633, 4.599999999999994
-2.403033236,1.351023978, 4.599999999999994
-2.228970523, 1.1705034523740054, 4.599999999999994
-2.10831199, 1.0046339712725503, 4.599999999999994
-1.970626724, 0.8604908941306095, 4.599999999999994
-1.747312052, 0.5341394833850656, 4.599999999999994
-1.700117635, 0.43544645936923715, 4.599999999999994
-1.596885044, 0.31241864876292347, 4.599999999999994
-1.437299494,0.069120646, 4.599999999999994
-1.337291874,-0.127074959, 4.599999999999994
-1.214081467,-0.478640298, 4.599999999999994
-1.185113776,-0.642924237, 4.599999999999994
-1.103946744,-0.866900806, 4.599999999999994
-1.083273982,-0.953320923, 4.599999999999994
-1.027279316,-1.057112634, 4.599999999999994
-0.852400149,-1.512015493, 4.599999999999994
-0.770054586,-1.855780877, 4.599999999999994
-0.730698229,-1.973692024, 4.599999999999994
-0.665597998,-2.090487828, 4.599999999999994
-0.594056351,-2.287046888, 4.599999999999994
-0.521618284,-2.588076854, 4.599999999999994
-0.439050072,-2.803734485, 4.599999999999994
-0.402727425,-3.009730448, 4.599999999999994
-0.401021054,-3.126043682, 4.599999999999994
-0.359472653,-3.299974942, 4.599999999999994
-0.346492303,-3.889348735, 4.599999999999994
-0.346492303,-4.406036332, 4.599999999999994
-0.364723,-4.614414145, 4.599999999999994
-0.418861158,-4.816460504, 4.599999999999994
-0.528058326,-5.042130072, 4.599999999999994
-0.671839711,-5.470808431, 4.599999999999994
-0.658660701,-5.574188252, 4.599999999999994
-0.661071224,-5.802342216, 4.599999999999994
-0.69739387,-6.008338179, 4.599999999999994
-0.768935517,-6.204897239, 4.599999999999994
-0.873522408,-6.386047048, 4.599999999999994
-0.996025173,-6.567643685, 4.599999999999994
-1.069924913,-6.652870721, 4.599999999999994
-1.183534967,-6.851065886, 4.599999999999994
-1.281571287,-6.967901023, 4.599999999999994
-1.461044011,-7.239337561, 4.599999999999994
-1.544520584,-7.33199237, 4.599999999999994
-1.592305773,-7.434468038, 4.599999999999994
-1.712282925,-7.60581317, 4.599999999999994
-1.909837089,-7.809192076, 4.599999999999994
-2.073685931,-7.939219874, 4.599999999999994
-2.32757734,-8.09127219, 4.599999999999994
-2.530828948,-8.225140867, 4.599999999999994
-2.764686821,-8.365455591, 4.599999999999994
-2.952072917,-8.490379655, 4.599999999999994
-3.156704409,-8.676654161, 4.599999999999994
-3.426592769,-8.855404957, 4.599999999999994
-3.616168597,-8.943805618, 4.599999999999994
-3.818214956,-8.997943776, 4.599999999999994
-4.129930289,-9.016174473, 4.599999999999994
-5.886668119,-9.016174473, 4.599999999999994
-6.095045932,-8.997943776, 4.599999999999994
-6.238268944,-8.960867211, 4.599999999999994
-6.40505849,-8.946275017, 4.599999999999994
-6.552828531,-8.908270591, 4.599999999999994
-6.663402289,-8.894606257, 4.599999999999994
-6.865448648,-8.840468098, 4.599999999999994
-7.114594841,-8.740809621, 4.599999999999994
-7.330467485,-8.685461819, 4.599999999999994
-7.660533955,-8.553371866, 4.599999999999994
-7.810759155,-8.47434883, 4.599999999999994
-8.40995679,-8.108297804, 4.599999999999994
-8.646940365,-7.889671215, 4.599999999999994
-8.781394681,-7.729434801, 4.599999999999994
-8.940980232,-7.486136798, 4.599999999999994
-8.989319092,-7.393278712, 4.599999999999994
-9.052656224,-7.215936658, 4.599999999999994
-9.190179769,-6.87917104, 4.599999999999994
-9.39106221,-6.469860815, 4.599999999999994
-9.445200369,-6.267814456, 4.599999999999994
-9.495419739,-6.001035251, 4.599999999999994
-9.548537888,-5.802795618, 4.599999999999994
-9.562202222,-5.699004697, 4.599999999999994
-9.566768585,-4.974392689, 4.599999999999994
-9.548537888,-4.766014876, 4.599999999999994
-9.44273097,-4.357293478, 4.599999999999994
-9.360093546,-4.138417077, 4.599999999999994
-0.144383627,-5.1823171, 3.4000000000000057
-0.139817265,-2.597629742, 3.4000000000000057
-0.158047961,-2.389251929, 3.4000000000000057
-0.196052387,-2.247417482, 3.4000000000000057
-0.209716721,-2.130908131, 3.4000000000000057
-0.367192399,-1.567180454, 3.4000000000000057
-0.576517194,-1.130935753, 3.4000000000000057
-0.666326258,-0.980175124, 3.4000000000000057
-0.751856725,-0.782049813, 3.4000000000000057
-0.867793531,-0.607945452, 3.4000000000000057
-0.995052072,-0.448872276, 3.4000000000000057
-1.131866207,-0.204268948, 3.4000000000000057
-1.21384289,-0.106572942, 3.4000000000000057
-1.333290843,0.072598988, 3.4000000000000057
-1.461044011, 0.28734024688288873, 3.4000000000000057
-1.785968222, 0.7033856453702902, 3.4000000000000057
-1.868236186, 0.8841458756428696, 3.4000000000000057
-1.977731608, 1.0623716424913745, 3.4000000000000057
-2.116512128, 1.2188760790428552, 3.4000000000000057
-2.661377035, 1.7643740552463387, 3.4000000000000057
-2.821613449, 1.8988283709692724, 3.4000000000000057
-3.013366894, 2.0016330834745033, 3.4000000000000057
-3.168248971, 2.110082681485509, 3.4000000000000057
-3.261107057, 2.1584215413881647, 3.4000000000000057
-3.655691086, 2.296279813545478, 3.4000000000000057
-3.802789724, 2.376405946556307, 3.4000000000000057
-4.000932904, 2.4434354305664048, 3.4000000000000057
-4.207705391, 2.475039384055721, 3.4000000000000057
-4.443325956, 2.476553131019839, 3.4000000000000057
-4.799921391, 2.5626340588022285, 3.4000000000000057
-4.92383422, 2.577888425159546, 3.4000000000000057
-6.765037034, 2.580864755187579, 3.4000000000000057
-6.869623925, 2.576298392897674, 3.4000000000000057
-7.070909976, 2.5408062312825432, 3.4000000000000057
-7.436205861, 2.2677715145106934, 3.4000000000000057
-7.600529236, 2.0046777800636346, 3.4000000000000057
-7.689219418, 1.8142399493322314, 3.4000000000000057
-7.91253409, 1.487888538586688, 3.4000000000000057
-8.167821309, 1.2261435088788084, 3.4000000000000057
-8.274215408, 1.0745384609288253, 3.4000000000000057
-8.368432052, 0.9744970745527388, 3.4000000000000057
-8.532280894,0.844469276, 3.4000000000000057
-8.698955339, 0.7542173072660645, 3.4000000000000057
-8.815189575, 0.6562261005769531, 3.4000000000000057
-8.996339384, 0.5516392092797631, 3.4000000000000057
-9.097726598, 0.5103262277362806, 3.4000000000000057
-9.204253083, 0.3511758250275684, 3.4000000000000057
-9.352161283, 0.20326762490864225, 3.4000000000000057
-9.523506415,0.083290472, 3.4000000000000057
-9.713082243,-0.005110188, 3.4000000000000057
-9.840385302,-0.03922094, 3.4000000000000057
-9.956768811,-0.252566838, 3.4000000000000057
-10.06275609,-0.4821365, 3.4000000000000057
-10.11689425,-0.684182859, 3.4000000000000057
-10.13512494,-0.892560672, 3.4000000000000057
-10.11689425,-1.204276005, 3.4000000000000057
-10.06275609,-1.406322363, 3.4000000000000057
-9.974355426,-1.595898191, 3.4000000000000057
-9.854378273,-1.767243323, 3.4000000000000057
-9.807747017,-1.813874579, 3.4000000000000057
-9.752743528,-2.02634748, 3.4000000000000057
-9.678991818,-2.182081918, 3.4000000000000057
-9.649406009,-2.284691278, 3.4000000000000057
-9.543418733,-2.51426094, 3.4000000000000057
-9.457667829,-2.680942145, 3.4000000000000057
-9.342052873,-2.855504338, 3.4000000000000057
-9.298513504,-3.028771821, 3.4000000000000057
-9.205087267,-3.309050532, 3.4000000000000057
-9.205087267,-3.820540085, 3.4000000000000057
