X,Y,Z
-4.857922772,-0.519808351,-69.799
-4.956055,-0.6039063,-69.799
-4.885882,-0.8382813,-69.799
-4.97281,-1.072656,-69.799
-5.158835,-1.307031,-69.799
-5.332031,-1.546032,-69.799
-5.437855,-1.775781,-69.799
-5.517649,-2.010156,-69.799
-5.619753,-2.244531,-69.799
-5.800781,-2.415361,-69.799
-6.183894,-2.713281,-69.799
-6.269531,-2.795747,-69.799
-6.400154,-2.947656,-69.799
-6.523297,-3.182031,-69.799
-6.573183,-3.416406,-69.799
-6.580171,-3.650781,-69.799
-6.520158,-3.885156,-69.799
-6.335614,-4.119531,-69.799
-6.269531,-4.186115,-69.799
-6.035156,-4.354822,-69.799
-5.800781,-4.442685,-69.799
-5.566406,-4.397945,-69.799
-5.332031,-4.275554,-69.799
-5.097656,-4.319859,-69.799
-4.863281,-4.406919,-69.799
-4.628906,-4.361896,-69.799
-4.394531,-4.290543,-69.799
-4.160156,-4.283462,-69.799
-3.925781,-4.321221,-69.799
-3.841489,-4.353906,-69.799
-3.535867,-4.588281,-69.799
-3.267578,-4.822656,-69.799
-3.169556,-5.057031,-69.799
-2.988281,-5.200261,-69.799
-2.753906,-5.237638,-69.799
-2.680192,-5.291406,-69.799
-2.553243,-5.525781,-69.799
-5.205622211,-0.719807762,-69.499
-5.199799,-0.8382813,-69.499
-5.231216,-1.072656,-69.499
-5.375977,-1.307031,-69.499
-5.5976,-1.775781,-69.499
-5.66476,-2.010156,-69.499
-5.773967,-2.244531,-69.499
-5.800781,-2.270255,-69.499
-6.035156,-2.417871,-69.499
-6.094542,-2.478906,-69.499
-6.357042,-2.713281,-69.499
-6.510168,-2.947656,-69.499
-6.593655,-3.182031,-69.499
-6.630859,-3.650781,-69.499
-6.604272,-3.885156,-69.499
-6.503906,-4.094922,-69.499
-6.280185,-4.353906,-69.499
-6.035156,-4.574918,-69.499
-5.800781,-4.640454,-69.499
-5.566406,-4.486022,-69.499
-5.332031,-4.492998,-69.499
-5.223571,-4.588281,-69.499
-5.138021,-4.822656,-69.499
-5.095313,-5.057031,-69.499
-4.863281,-5.157045,-69.499
-4.628906,-5.240989,-69.499
-4.394531,-5.466584,-69.499
-4.301915,-5.525781,-69.499
-4.160156,-5.586816,-69.499
-3.925781,-5.631092,-69.499
-3.691406,-5.6389,-69.499
-3.222656,-5.664771,-69.499
-2.988281,-5.683533,-69.499
-2.753906,-5.838589,-69.499
-2.519531,-5.879055,-69.499
-2.285156,-6.059212,-69.499
-2.050781,-6.09877,-69.499
-1.816406,-6.108569,-69.499
-1.582031,-6.104636,-69.499
-1.347656,-6.08736,-69.499
-1.113281,-6.022554,-69.499
-0.8789063,-5.864237,-69.499
-0.703125,-5.760156,-69.499
-0.4668599,-5.525781,-69.499
-0.3174716,-5.291406,-69.499
-0.1757813,-5.163653,-69.499
0.05859375,-4.996795,-69.499
0.5261102,-4.588281,-69.499
0.7719584,-4.353906,-69.499
1.00157,-4.119531,-69.499
1.162336,-3.885156,-69.499
1.290865,-3.650781,-69.499
1.395639,-3.416406,-69.499
1.563251,-3.182031,-69.499
1.6579149999999998,-2.947656,-69.499
1.717031,-2.713281,-69.499
1.707793,-2.478906,-69.499
1.611951,-2.244531,-69.499
1.582764,-2.010156,-69.499
1.607541,-1.775781,-69.499
1.717837,-1.553897,-69.499
1.721753,-1.355545,-69.499
1.753333,-1.237684,-69.499
1.8049009999999999,-1.127099,-69.499
1.874887,-1.027147,-69.499
1.961167,-0.9408674,-69.499
2.067733096933678,-0.874456279,-69.499
1.8349579999999999,-0.7511385,-69.499
1.634958,-0.6540362,-69.499
1.534959,-0.6211899,-69.499
1.4349589999999999,-0.5621393,-69.499
1.234959,-0.4997758,-69.499
0.9349586000000001,-0.3546914,-69.499
0.8349586,-0.3295926,-69.499
0.7349586,-0.2754304,-69.499
0.6349586,-0.2456981,-69.499
0.5349586000000001,-0.1775536,-69.499
0.3349585,-0.08661154,-69.499
0.1349585,-0.02136309,-69.499
-0.2650415,0.1364863,-69.499
-0.3650415,0.1607367,-69.499
-0.7650414,0.3280359,-69.499
-0.9650414, 0.39310849999999997,-69.499
-1.065041, 0.44477500000000003,-69.499
-1.165041, 0.47545190000000004,-69.499
-1.265041, 0.5345506999999999,-69.499
-1.365041,0.5557797,-69.499
-1.565041,0.5770088,-69.499
-2.065042,0.5667846,-69.499
-2.365042,0.5349464,-69.499
-2.465042, 0.49556849999999997,-69.499
-2.765042, 0.44702400000000003,-69.499
-3.165042,0.2807798,-69.499
-3.365041, 0.22988689999999998,-69.499
-3.465041,0.1766131,-69.499
-3.565041,0.1453429,-69.499
-3.765041, 0.037231379999999994,-69.499
-3.865041,-0.02849859,-69.499
-3.965041,-0.06966403,-69.499
-4.565041,-0.4024936,-69.499
-4.765041,-0.4833811,-69.499
-5.205622211,-0.719807762,-69.499
2.123241992387109,-1.187012645,-69.199
1.8349579999999999,-0.9753846,-69.199
1.734958,-0.9323612,-69.199
1.534959,-0.8222848,-69.199
1.4349589999999999,-0.7539261,-69.199
1.334959,-0.7227479,-69.199
1.234959,-0.6588754,-69.199
1.1349589999999998,-0.6230081,-69.199
1.034959,-0.5526001,-69.199
0.8349586,-0.4535287,-69.199
0.7349586,-0.4164763,-69.199
0.43495860000000003,-0.2412052,-69.199
0.2349585,-0.1358869,-69.199
0.1349585,-0.07196414,-69.199
0.034958539999999996,-0.03811695,-69.199
-0.1650415,0.07184194,-69.199
-0.3650415,0.1508229,-69.199
-0.4650414, 0.17822290000000002,-69.199
-0.8650414,0.3537343,-69.199
-0.9650414, 0.38400059999999997,-69.199
-1.065041,0.4453532,-69.199
-1.265041,0.5337459,-69.199
-1.565041,0.5762218,-69.199
-1.865042,0.5754519,-69.199
